Timestamp | Device_ID | Usage (Liters/min) | Status
2026-09-21 10:02:26 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-09-21 10:02:27 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-21 10:02:27 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-21 10:02:28 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:02:28 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:02:29 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:02:29 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:02:30 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-09-21 10:02:30 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-21 10:02:31 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-21 10:02:31 | ICU_WATER_RESERVE | 35 | NORMAL
2026-09-21 10:02:32 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:02:32 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-21 10:02:33 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-21 10:02:33 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:02:34 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-21 10:02:34 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-21 10:02:35 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-21 10:02:35 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:02:36 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-21 10:02:36 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-21 10:02:37 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-21 10:02:37 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:02:38 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:02:38 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:02:39 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:02:39 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-21 10:02:40 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:02:40 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:02:41 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-21 10:02:41 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:02:42 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-21 10:02:42 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-21 10:02:43 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-21 10:02:43 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-21 10:02:44 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:02:44 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:02:45 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-21 10:02:45 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:02:46 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:02:46 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-21 10:02:47 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:02:47 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-21 10:02:48 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-21 10:02:48 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:02:49 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:02:49 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:02:50 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:02:50 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:02:51 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:02:51 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-21 10:02:52 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:02:52 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-21 10:02:53 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:02:53 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:02:54 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-21 10:02:54 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-21 10:02:55 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-21 10:02:55 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:02:56 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:02:56 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-09-21 10:02:57 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-21 10:02:57 | ICU_WATER_RESERVE | 26 | NORMAL
2026-09-21 10:02:58 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-21 10:02:58 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:02:59 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-21 10:02:59 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-21 10:03:00 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:03:00 | ICU_WATER_RESERVE | 6 | NORMAL
2026-09-21 10:03:01 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-09-21 10:03:01 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:03:02 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-09-21 10:03:02 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:03:03 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-09-21 10:03:03 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-21 10:03:04 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-21 10:03:04 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:03:05 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-09-21 10:03:05 | ICU_WATER_RESERVE | 30 | NORMAL
2026-09-21 10:03:06 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-21 10:03:06 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:03:07 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-21 10:03:07 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:03:08 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-21 10:03:08 | ICU_WATER_RESERVE | 30 | NORMAL
2026-09-21 10:03:09 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-21 10:03:09 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-21 10:03:10 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-21 10:03:10 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-21 10:03:11 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-09-21 10:03:11 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:03:12 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:03:12 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:03:13 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:03:13 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:03:14 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-09-21 10:03:14 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:03:15 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-21 10:03:15 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:03:16 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-21 10:03:16 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-21 10:03:17 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:03:17 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:03:18 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-09-21 10:03:18 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-21 10:03:19 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:03:19 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:03:20 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-21 10:03:20 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-21 10:03:21 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:03:21 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-21 10:03:22 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:03:22 | ICU_WATER_RESERVE | 9 | NORMAL
2026-09-21 10:03:23 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-21 10:03:23 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:03:24 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-09-21 10:03:24 | ICU_WATER_RESERVE | 35 | NORMAL
2026-09-21 10:03:25 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-21 10:03:25 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-21 10:03:26 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-21 10:03:26 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:03:27 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-21 10:03:27 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:03:28 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:03:28 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:03:29 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-09-21 10:03:29 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-21 10:03:30 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-21 10:03:30 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:03:31 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-21 10:03:31 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-21 10:03:32 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:03:32 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-21 10:03:33 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:03:33 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-21 10:03:34 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-09-21 10:03:34 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-21 10:03:35 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:03:35 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:03:36 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:03:36 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-21 10:03:37 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:03:37 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-21 10:03:38 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:03:38 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-09-21 10:03:39 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-21 10:03:39 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:03:40 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-21 10:03:40 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:03:41 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-21 10:03:41 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-09-21 10:03:42 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-09-21 10:03:42 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-09-21 10:03:43 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:03:43 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-21 10:03:44 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:03:44 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:03:45 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:03:45 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-21 10:03:46 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:03:46 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:03:47 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-09-21 10:03:47 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-21 10:03:48 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:03:48 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-21 10:03:49 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-21 10:03:49 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:03:50 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:03:50 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-09-21 10:03:51 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:03:51 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-21 10:03:52 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-09-21 10:03:52 | ICU_WATER_RESERVE | 6 | NORMAL
2026-09-21 10:03:53 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:03:53 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-21 10:03:54 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-21 10:03:54 | ICU_WATER_RESERVE | 35 | NORMAL
2026-09-21 10:03:55 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-21 10:03:55 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-21 10:03:56 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:03:56 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:03:57 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-21 10:03:57 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:03:58 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-21 10:03:58 | ICU_WATER_RESERVE | 26 | NORMAL
2026-09-21 10:03:59 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-21 10:03:59 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:04:00 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-21 10:04:00 | ICU_WATER_RESERVE | 11 | NORMAL
2026-09-21 10:04:01 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-09-21 10:04:01 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:04:02 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-09-21 10:04:02 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:04:03 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-21 10:04:03 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-21 10:04:04 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:04:04 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-09-21 10:04:05 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-21 10:04:05 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-21 10:04:06 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-21 10:04:06 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-21 10:04:07 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:04:07 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:04:08 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-21 10:04:08 | ICU_WATER_RESERVE | 34 | NORMAL
2026-09-21 10:04:09 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:04:09 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:04:10 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:04:10 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-21 10:04:11 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-21 10:04:11 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-21 10:04:12 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:04:12 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-21 10:04:13 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-21 10:04:13 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-21 10:04:14 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:04:14 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-21 10:04:15 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:04:15 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:04:16 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:04:16 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:04:17 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-21 10:04:17 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-09-21 10:04:18 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-09-21 10:04:18 | ICU_WATER_RESERVE | 30 | NORMAL
2026-09-21 10:04:19 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-09-21 10:04:19 | ICU_WATER_RESERVE | 9 | NORMAL
2026-09-21 10:04:20 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:04:20 | ICU_WATER_RESERVE | 13 | NORMAL
2026-09-21 10:04:21 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-09-21 10:04:21 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:04:22 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:04:22 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:04:23 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-09-21 10:04:23 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:04:24 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-09-21 10:04:24 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-21 10:04:25 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-09-21 10:04:25 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-21 10:04:26 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:04:26 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-21 10:04:27 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-21 10:04:27 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:04:28 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-09-21 10:04:28 | ICU_WATER_RESERVE | 18 | NORMAL
2026-09-21 10:04:29 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:04:29 | ICU_WATER_RESERVE | 20 | NORMAL
2026-09-21 10:04:30 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-09-21 10:04:30 | ICU_WATER_RESERVE | 16 | NORMAL
2026-09-21 10:04:31 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-21 10:04:31 | ICU_WATER_RESERVE | 31 | NORMAL
2026-09-21 10:04:32 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:04:32 | ICU_WATER_RESERVE | 6 | NORMAL
2026-09-21 10:04:33 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-21 10:04:33 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:04:34 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-21 10:04:34 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-21 10:04:35 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:04:35 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-09-21 10:04:36 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-21 10:04:36 | ICU_WATER_RESERVE | 10 | NORMAL
2026-09-21 10:04:37 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-21 10:04:37 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:04:38 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-09-21 10:04:38 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:04:39 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-09-21 10:04:39 | ICU_WATER_RESERVE | 30 | NORMAL
2026-09-21 10:04:40 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-09-21 10:04:40 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:04:41 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-09-21 10:04:41 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-21 10:04:42 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-21 10:04:42 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-21 10:04:43 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-21 10:04:43 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-21 10:04:44 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-09-21 10:04:44 | ICU_WATER_RESERVE | 14 | NORMAL
2026-09-21 10:04:45 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:04:45 | ICU_WATER_RESERVE | 25 | NORMAL
2026-09-21 10:04:46 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:04:46 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:04:47 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-09-21 10:04:47 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:04:48 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:04:48 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-21 10:04:49 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-21 10:04:49 | ICU_WATER_RESERVE | 30 | NORMAL
2026-09-21 10:04:50 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:04:50 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-09-21 10:04:51 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-09-21 10:04:51 | ICU_WATER_RESERVE | 28 | NORMAL
2026-09-21 10:04:52 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-09-21 10:04:52 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:04:53 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-09-21 10:04:53 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:04:54 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:04:54 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-21 10:04:55 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-09-21 10:04:55 | ICU_WATER_RESERVE | 33 | NORMAL
2026-09-21 10:04:56 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-09-21 10:04:56 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:04:57 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-09-21 10:04:57 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:04:58 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-09-21 10:04:58 | ICU_WATER_RESERVE | 15 | NORMAL
2026-09-21 10:04:59 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:04:59 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-09-21 10:05:00 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:05:00 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:05:01 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-09-21 10:05:01 | ICU_WATER_RESERVE | 19 | NORMAL
2026-09-21 10:05:02 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-09-21 10:05:02 | ICU_WATER_RESERVE | 5 | NORMAL
2026-09-21 10:05:03 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:05:03 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:05:04 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-09-21 10:05:04 | ICU_WATER_RESERVE | 32 | NORMAL
2026-09-21 10:05:05 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-21 10:05:05 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-21 10:05:06 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:05:06 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-09-21 10:05:07 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-09-21 10:05:07 | ICU_WATER_RESERVE | 22 | NORMAL
2026-09-21 10:05:08 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-09-21 10:05:08 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-09-21 10:05:09 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-09-21 10:05:09 | ICU_WATER_RESERVE | 27 | NORMAL
2026-09-21 10:05:10 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-09-21 10:05:10 | ICU_WATER_RESERVE | 17 | NORMAL
2026-09-21 10:05:11 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-09-21 10:05:11 | ICU_WATER_RESERVE | 24 | NORMAL
2026-09-21 10:05:12 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-21 10:05:12 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-09-21 10:05:13 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-21 10:05:13 | ICU_WATER_RESERVE | 21 | NORMAL
2026-09-21 10:05:14 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-09-21 10:05:14 | ICU_WATER_RESERVE | 12 | NORMAL
2026-09-21 10:05:15 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-09-21 10:05:15 | ICU_WATER_RESERVE | 29 | NORMAL
2026-09-21 10:05:16 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-09-21 10:05:16 | ICU_WATER_RESERVE | 23 | NORMAL
2026-09-21 10:05:17 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-09-21 10:05:17 | ICU_WATER_RESERVE | 8 | NORMAL
2026-09-21 10:05:18 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-09-21 10:05:18 | ICU_WATER_RESERVE | 6 | NORMAL
2026-09-21 10:05:19 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-09-21 10:05:19 | ICU_WATER_RESERVE | 11 | NORMAL
2026-09-21 10:05:20 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-09-21 10:05:20 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-21 10:05:21 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-09-21 10:05:21 | ICU_WATER_RESERVE | 7 | NORMAL
2026-09-21 10:05:22 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-09-21 10:05:22 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-09-21 10:05:23 | FACILITY_WATER_MAIN | 13 | NORMAL
